4588,2908,56,6,0
4260,2944,76,7,0
7042,923,95,6,0
6217,4772,79,6,0
9480,3865,91,9,0
7893,861,79,8,0
8752,917,56,9,0
7321,3742,56,7,0
8856,8766,68,6,0
3501,1251,57,7,0
9230,5238,99,8,0
9478,8846,63,7,0
5066,4769,72,8,0
9444,4967,81,8,0
9910,67,63,9,0.99
4605,748,80,8,0
7234,4923,58,8,0
7870,3187,62,9,0
3387,2751,95,10,0
8113,2793,85,10,0
5525,3841,92,6,0
5360,2113,60,10,0
9198,6317,95,6,0
3317,815,52,6,0
7582,3591,96,8,0
9748,5198,65,6,0
3534,2070,69,8,0
8316,5347,68,10,0
2683,1551,86,10,0
7540,2158,92,10,0
5966,644,93,6,0
7914,1470,97,10,0
5844,2977,72,6,0
7156,53,94,6,0.85
4513,947,63,9,0
3058,1605,71,7,0
9454,6370,71,8,0
9172,7355,79,10,0
9972,563,56,6,0
5746,438,69,8,0
5514,4970,90,8,0
9798,8935,60,7,0
6062,188,71,10,0
2962,1377,95,7,0
5419,5236,54,10,0
6275,5229,71,9,0
8339,4161,65,10,0
8647,5079,62,9,0
3714,3363,92,8,0
4511,3853,55,10,0
3612,478,59,7,0
2593,1920,66,8,0
9674,2645,79,6,0
6041,141,70,10,0
6079,4180,64,6,0
7017,3484,55,8,0
4634,570,93,6,0
4175,2429,77,10,0
6487,1495,89,9,0
9462,6107,54,6,0
4136,1643,76,9,0
8030,497,64,9,0
3012,2420,66,8,0
5630,5307,89,10,0
4003,388,90,7,0
8253,8013,59,9,0
2781,279,86,9,0
7969,823,67,6,0
3473,735,69,9,0
8318,4736,71,9,0
4722,1774,74,6,0
5428,2306,59,8,0
6860,4424,100,6,0
8717,186,67,8,0
4527,3481,71,7,0
9426,1380,52,10,0
5665,535,81,7,0
3867,3404,64,6,0
6311,2370,98,6,0
6308,5944,91,8,0
4866,798,87,9,0
6719,2058,99,9,0
9171,5030,71,7,0
8058,4054,87,8,0
6434,2266,64,9,0
9437,3520,64,8,0
6285,6087,93,6,0
9134,5784,87,7,0
6609,4551,52,9,0
