9892,2125,142,8,7913,0.81868
8273,4670,220,7,6618,0.12448
9718,4698,53,7,7774,0.3896
750,567,102,8,600,0.00017
5294,4575,149,7,4235,0
4099,2243,110,8,3279,0.21166
9125,5473,211,6,7300,0.0651
8780,5010,134,8,7024,0.14576
6425,5969,204,9,5140,0
4423,1052,223,7,3538,0.70771
9791,8577,100,8,7832,0
1030,674,122,9,824,0.04054
1100,1075,73,6,880,0
7673,942,213,8,6138,0.90989
7477,6349,116,9,5981,0
7584,4418,150,8,6067,0.13353
6445,4482,76,9,5156,0.02282
8468,860,227,6,6774,0.89015
3994,1408,86,6,3195,0.55529
3957,1590,163,7,3165,0.44266
6081,4936,231,7,4864,0
9388,7415,82,7,7510,4.00E-05
7755,3254,95,8,6204,0.48553
9373,7828,199,7,7498,0
9086,8886,192,6,7268,0
9713,3669,71,6,7770,0.53726
8258,2687,89,9,6606,0.63985
892,831,68,9,713,0
527,349,181,9,421,0.01928
1286,1037,241,6,1028,0
5379,484,88,7,4303,0.95386
5109,2924,199,6,4087,0.11217
5567,1694,150,8,4453,0.6268
3807,3307,57,8,3045,0
3552,2126,140,6,2841,0.09292
4491,561,210,7,3592,0.89623
2227,900,112,7,1781,0.45421
8054,5901,82,7,6443,0.00306
2854,1130,206,7,2283,0.43136
9825,6190,226,6,7860,0.03275
855,460,122,6,684,0.19799
4205,775,73,6,3364,0.8358
4161,2366,173,7,3328,0.12909
6096,2096,112,7,4876,0.58514
1361,1137,77,8,1088,0
3118,2244,235,9,2494,0.00011
8019,3714,87,7,6415,0.38027
3430,1420,83,7,2744,0.46441
2518,1142,142,9,2014,0.37914
6540,5251,93,7,5232,0
6253,3355,152,7,5002,0.21039
986,830,248,8,788,0
5118,2573,145,7,4094,0.26529
4076,2797,225,7,3260,0.00308
9794,3680,185,9,7835,0.52907
9583,9070,199,9,7666,0
5501,4792,144,7,4400,0
8952,2202,235,6,7161,0.62776
3839,2478,198,6,3071,0.02317
6759,6216,113,8,5407,0
9538,5955,147,7,7630,0.06241
829,616,182,8,663,3.00E-05
5036,3166,71,8,4028,0.10166
6559,979,144,9,5247,0.90771
1942,893,123,7,1553,0.3503
6995,4790,217,8,5596,0.00354
6791,4554,76,6,5432,0.03185
1097,359,85,9,877,0.65033
6019,358,164,8,4815,0.96997
2097,979,155,9,1677,0.35027
5137,1936,58,8,4109,0.58743
2546,2280,245,6,2036,0
397,255,89,8,317,0.07242
532,476,109,9,425,0
8155,7703,245,9,6524,0
9066,7073,64,6,7252,0.00011
8416,7742,163,7,6732,0
6921,1938,235,7,5536,0.60591
7387,4207,204,8,5909,0.1356
5973,3372,91,6,4778,0.17337
615,386,57,7,492,0.11603
6403,1907,214,8,5122,0.63251
2192,1123,98,8,1753,0.28514
3569,3529,179,8,2855,0
1157,308,62,9,925,0.79074
7545,6178,159,9,6036,0
8084,1688,235,8,6467,0.78088
4474,1066,168,7,3579,0.72889
9820,8196,69,7,7856,0
6428,2305,169,8,5142,0.53516
4491,2390,162,8,3592,0.22031
4551,4530,71,6,3640,0
2048,1779,222,8,1638,0
9318,1074,242,7,7454,0.89057
7107,6526,103,7,5685,0
8417,8378,176,6,6733,0
1593,677,62,6,1274,0.44489
5546,3454,225,6,4436,0.0355
4641,3236,107,8,3712,0.01092
8903,936,205,6,7122,0.88953
1871,257,143,6,1496,0.86669
9342,1366,105,9,7473,0.93644
8831,581,225,6,7064,0.9203
8646,1532,51,7,6916,0.8889
6848,849,127,6,5478,0.88485
3989,667,146,6,3191,0.82126
8750,2425,83,8,7000,0.71716
5426,682,78,7,4340,0.93008
5263,4532,110,6,4210,0
1812,935,142,7,1449,0.24175
1897,1469,228,8,1517,0
6234,4410,243,7,4987,0.0004
6662,647,225,9,5329,0.94922
6844,3255,211,9,5475,0.2971
3377,1680,107,6,2701,0.27331
3626,2216,104,7,2900,0.10072
8255,7419,157,7,6604,0
4449,999,67,9,3559,0.85667
7565,6335,232,7,6052,0
1916,722,130,9,1532,0.53394
8731,7399,214,7,6984,0
8511,3219,246,7,6808,0.43575
502,400,128,8,401,0
9148,2004,126,8,7318,0.77921
4522,2256,94,7,3617,0.31145
7558,3107,108,9,6046,0.49974
9204,2562,99,6,7363,0.64844
8703,253,116,8,6962,0.99142
7678,5887,83,9,6142,0.00017
8777,1996,210,7,7021,0.69916
7134,516,175,6,5707,0.9241
8459,6681,82,8,6767,1.00E-05
3603,2438,238,8,2882,0.00527
5044,1740,138,6,4035,0.52211
5020,3795,213,9,4016,0
2155,2101,139,8,1724,0
941,529,214,8,752,0.14184
5349,3589,95,8,4279,0.03263
6484,3840,132,7,5187,0.11909
6030,3688,135,6,4824,0.07563
9719,2488,121,9,7775,0.76784
9804,9138,182,9,7843,0
2158,1147,168,8,1726,0.21646
3990,1002,219,7,3192,0.68482
7347,4046,207,8,5877,0.16441
7456,5501,241,7,5964,1.00E-05
9574,1047,51,9,7659,0.97713
3787,3692,130,6,3029,0
5176,1243,107,6,4140,0.73859
6596,5250,95,7,5276,0
8623,6699,81,7,6898,4.00E-05
4861,1764,63,7,3888,0.56076
6496,3480,66,8,5196,0.27986
5365,5110,144,9,4292,0
5675,3667,121,6,4540,0.03732
933,580,244,8,746,0.04452
7943,6406,222,8,6354,0
7138,3552,100,7,5710,0.29963
9287,607,217,7,7429,0.93838
3808,1754,71,8,3046,0.40276
2977,2332,158,8,2381,0
2569,2282,200,9,2055,0
6186,5065,62,9,4948,0
6174,5643,232,8,4939,0
3117,2997,219,7,2493,0
9663,8263,154,6,7730,0
962,599,205,8,769,0.05043
4295,519,141,8,3436,0.92563
5926,2230,126,7,4740,0.49138
1722,455,138,9,1377,0.72674
5983,5194,56,9,4786,0
4068,3044,237,6,3254,0
6938,6513,132,6,5550,0
1807,527,109,7,1445,0.66043
2795,499,55,9,2236,0.92875
3383,2223,170,9,2706,0.02306
4836,2290,91,9,3868,0.36088
4202,3711,118,8,3361,0
512,463,65,6,409,0
4392,2355,149,9,3513,0.22503
6454,5808,188,9,5163,0
4345,2811,187,8,3476,0.02731
3995,2539,99,8,3196,0.07415
7491,536,104,6,5992,0.94233
6202,3589,231,6,4961,0.09525
8786,1715,177,7,7028,0.77204
1914,757,88,8,1531,0.51425
8919,6954,54,9,7135,0.00052
6752,398,101,7,5401,0.97578
9068,1520,71,7,7254,0.88847
4708,3605,155,6,3766,0
8453,5288,136,9,6762,0.06477
852,653,101,8,681,2.00E-05
6979,6656,203,7,5583,0
1655,1293,242,6,1324,0
2647,1650,108,6,2117,0.07192
3982,2504,119,9,3185,0.07693
6198,5144,166,6,4958,0
3855,3695,108,8,3084,0
1780,1216,225,8,1424,0.00322
8127,7310,61,7,6501,0
8836,1637,178,6,7068,0.76081
9825,7452,141,7,7860,2.00E-05
5333,3501,141,7,4266,0.0284
6166,747,51,7,4932,0.95576
9473,8121,138,6,7578,0
4743,4169,239,8,3794,0
1335,1165,101,9,1068,0
5760,3112,91,8,4608,0.2351
3354,425,100,6,2683,0.89805
8284,488,130,9,6627,0.98736
3214,1228,54,7,2571,0.56529
3326,1577,115,8,2660,0.33354
5763,5623,72,7,4610,0
2100,1243,121,7,1680,0.12027
7040,4857,157,9,5632,0.00639
3200,2807,73,6,2560,0
7197,5220,104,9,5757,0.00234
4275,1198,108,7,3420,0.66748
8568,7211,180,8,6854,0
9710,8486,142,8,7768,0
345,251,90,9,276,0.00365
1391,291,156,8,1112,0.79926
6493,897,210,9,5194,0.90551
2814,1363,85,9,2251,0.35688
5490,1622,75,8,4392,0.70084
2578,2461,196,8,2062,0
7688,6234,166,7,6150,0
8987,2169,210,6,7189,0.64312
8744,4352,230,7,6995,0.22609
5131,4618,82,8,4104,0
6873,1384,239,9,5498,0.79276
7448,3108,54,7,5958,0.50224
3692,1649,138,8,2953,0.37479
4746,987,164,7,3796,0.76951
5960,749,101,8,4768,0.94191
9204,5654,205,9,7363,0.06505
688,627,83,8,550,0
4639,2845,238,9,3711,0.0637
8982,8558,219,9,7185,0
7856,5761,173,6,6284,7.00E-05
8617,1089,83,9,6893,0.95825
2765,1535,123,8,2212,0.18586
4420,1559,189,7,3536,0.51639
9251,4198,207,6,7400,0.30049
931,358,152,8,744,0.49616
4238,985,88,9,3390,0.8155
7825,4755,105,7,6260,0.11025
9423,2607,169,9,7538,0.68619
293,281,86,7,234,0
3975,3608,114,9,3180,0
4812,3527,243,9,3849,1.00E-05
7508,4730,128,6,6006,0.05523
1069,344,63,8,855,0.66912
1589,1525,128,6,1271,0
3365,492,123,9,2692,0.92444
262,252,224,6,209,0
2251,1484,238,9,1800,0.01289
1519,393,136,7,1215,0.69743
1947,405,166,9,1557,0.8153
2193,1994,180,9,1754,0
2465,612,192,7,1972,0.70082
2711,1220,86,7,2168,0.40237
3923,1730,74,8,3138,0.44898
1134,1092,243,9,907,0
8703,3250,172,9,6962,0.48853
7452,7111,68,9,5961,0
5372,1086,208,6,4297,0.74284
8917,8844,217,6,7133,0
7374,2133,223,9,5899,0.66192
7626,6087,205,9,6100,0
9792,9374,83,7,7833,0
1189,1066,79,8,951,0
2314,1546,77,6,1851,0.03913
9776,1562,205,6,7820,0.82584
3522,1886,223,7,2817,0.18244
2420,1590,55,7,1936,0.07423
3976,602,183,7,3180,0.8603
2223,1540,103,7,1778,0.01146
3498,3071,191,8,2798,0
6953,3466,205,7,5562,0.23651
2580,2367,233,6,2064,0
3046,726,76,8,2436,0.80297
6325,1535,76,9,5060,0.81219
6209,4433,246,6,4967,0.00016
9303,5381,147,8,7442,0.13798
4778,1462,86,6,3822,0.61373
1309,594,151,9,1047,0.37103
5828,1560,104,7,4662,0.68694
1075,324,176,6,860,0.58412
8710,2700,134,9,6968,0.6266
2604,832,222,9,2083,0.59358
6195,3861,82,7,4956,0.10053
4888,778,74,6,3910,0.86975
3566,998,238,6,2852,0.60716
9477,9433,110,7,7581,0
5338,1293,230,7,4270,0.70475
1900,720,62,8,1520,0.57322
9423,4854,58,9,7538,0.34263
9940,6056,239,7,7952,0.0588
3473,2949,223,7,2778,0
963,586,149,9,770,0.09271
568,518,54,8,454,0
2541,1665,141,9,2032,0.03185
3075,460,114,6,2460,0.85679
6339,4380,106,6,5071,0.01184
9085,5061,129,6,7268,0.16099
3896,3172,110,7,3116,0
7399,6157,170,7,5919,0
3716,951,165,7,2972,0.68298
2574,1873,83,7,2059,0.0034
9537,9127,158,9,7629,0
8936,3656,62,6,7148,0.45763
606,303,154,9,484,0.29077
1021,860,189,7,816,0
9663,1172,53,8,7730,0.96075
6076,3777,85,6,4860,0.09042
8010,3968,244,9,6408,0.2839
9690,485,243,8,7752,0.96722
7530,2580,153,7,6024,0.55745
6391,2172,85,7,5112,0.59642
4098,3378,130,9,3278,0
7800,4403,62,7,6240,0.23106
9881,2361,74,9,7904,0.83937
7851,7609,189,7,6280,0
8793,2692,68,8,7034,0.67411
2712,2306,129,8,2169,0
2994,1127,224,7,2395,0.45814
6754,3534,178,9,5403,0.21958
9443,5262,237,6,7554,0.1247
1802,677,167,7,1441,0.48733
5955,4003,54,8,4764,0.05777
2140,822,121,9,1712,0.52511
7125,700,241,9,5700,0.94894
5056,2835,248,8,4044,0.13565
4408,3604,116,9,3526,0
2852,735,82,7,2281,0.74384
5896,3961,167,7,4716,0.0117
4788,4720,154,7,3830,0
5585,4077,85,7,4468,0.00267
3781,795,114,7,3024,0.79039
9015,5850,82,7,7212,0.05842
5809,5068,243,9,4647,0
934,702,87,7,747,0.0005
5867,1160,173,6,4693,0.75237
2833,1096,108,6,2266,0.46503
1608,765,60,7,1286,0.38418
8670,6365,98,7,6936,0.00114
2103,1006,236,9,1682,0.2979
656,254,171,8,524,0.47669
2214,983,208,6,1771,0.31998
1992,540,154,7,1593,0.67409
4645,3581,109,6,3716,1.00E-05
1900,682,108,7,1520,0.54933
995,658,54,6,796,0.06222
4670,1222,115,7,3736,0.70994
9412,8295,102,7,7529,0
5828,4552,220,6,4662,0
9327,4676,205,9,7461,0.26988
1737,421,115,8,1389,0.75938
667,496,123,6,533,0.00021
8624,5165,157,6,6899,0.0768
7612,6052,221,6,6089,0
4325,3582,63,8,3460,0
9293,3469,187,9,7434,0.50009
7495,7305,225,6,5996,0
6575,6396,234,7,5260,0
2986,1580,83,7,2388,0.2588
9819,4035,110,7,7855,0.46616
6693,2178,173,6,5354,0.53849
878,419,220,6,702,0.265
6074,2984,240,9,4859,0.27886
9300,4720,249,7,7440,0.22146
3089,3027,125,7,2471,0
7984,7508,53,7,6387,0
2731,1792,201,7,2184,0.01627
7470,874,146,9,5976,0.94877
3015,2639,131,8,2412,0
6563,4980,211,9,5250,0
4529,2909,125,7,3623,0.04805
3710,2158,63,8,2968,0.19284
9477,8223,134,6,7581,0
6294,3697,81,7,5035,0.16342
